date,signal,action,price,realised_pnl,unrealised_pnl
2026-06-13 00:00:00,neutral,NO TRADE,0.7048706412315369,0.0,0.0
2026-06-12 00:00:00,neutral,NO TRADE,0.7047901749610901,0.0,0.0
2026-06-15 00:00:00,neutral,NO TRADE,0.7075197696685791,0.0,0.0
2026-06-16 00:00:00,neutral,NO TRADE,0.7073001265525818,0.0,0.0
2026-06-17 00:00:00,bearish,NO TRADE,0.7065500020980835,0.0,0.0
